# http://lingua.mtsu.edu/chinese-computing/phonology/hz2py.php
id	character	syllable	phonemes
3409	阅	yue	y«
3410	耘	yun	uin
3411	云	yun	uin
3412	郧	yun	uin
3413	匀	yun	uin
3414	陨	yun	uin
3415	允	yun	uin
3416	运	yun	uin
3417	蕴	yun	uin
3418	酝	yun	uin
3419	晕	yun	uin
3420	韵	yun	uin
3421	孕	yun	uin
3422	匝	za	tsa
3423	砸	za	tsa
3424	杂	za	tsa
3425	栽	zai	tsai
3426	哉	zai	tsai
3427	灾	zai	tsai
3428	宰	zai	tsai
3429	载	zai	tsai
3430	再	zai	tsai
3431	在	zai	tsai
3432	咱	zan	tsan
3433	攒	zan	tsan
3434	暂	zan	tsan
3435	赞	zan	tsan
3436	赃	zang	tsaN
3437	脏	zang	tsaN
3438	葬	zang	tsaN
3439	遭	zao	tsau
3440	糟	zao	tsau
3441	凿	zao	tsau
3442	藻	zao	tsau
3443	枣	zao	tsau
3444	早	zao	tsau
3445	澡	zao	tsau
3446	蚤	zao	tsau
3447	躁	zao	tsau
3448	噪	zao	tsau
3449	造	zao	tsau
3450	皂	zao	tsau
3451	灶	zao	tsau
3452	燥	zao	tsau
3453	责	ze	ts«
3454	择	ze	ts«
3455	则	ze	ts«
3456	泽	ze	ts«
3457	贼	zei	ts«i
3458	怎	zen	ts«n
3459	增	zeng	ts«N
3460	憎	zeng	ts«N
3461	曾	ceng	tsh«N
3462	赠	zeng	ts«N
3463	扎	zha	ÿ§a
3464	喳	zha	ÿ§a
3465	渣	zha	ÿ§a
3466	札	zha	ÿ§a
3467	轧	zha	ÿ§a
3468	铡	zha	ÿ§a
3469	闸	zha	ÿ§a
3470	眨	zha	ÿ§a
3471	栅	shan	§an
3472	榨	zha	ÿ§a
3473	咋	zha	ÿ§a
3474	乍	zha	ÿ§a
3475	炸	zha	ÿ§a
3476	诈	zha	ÿ§a
3477	摘	zhai	ÿ§ai
3478	斋	zhai	ÿ§ai
3479	宅	zhai	ÿ§ai
3480	窄	zhai	ÿ§ai
3481	债	zhai	ÿ§ai
3482	寨	zhai	ÿ§ai
3483	瞻	zhan	ÿ§an
3484	毡	zhan	ÿ§an
3485	詹	zhan	ÿ§an
3486	粘	nian	nian
3487	盏	zhan	ÿ§an
3488	斩	zhan	ÿ§an
3489	辗	zhan	ÿ§an
3490	崭	zhan	ÿ§an
3491	展	zhan	ÿ§an
3492	蘸	zhan	ÿ§an
3493	栈	zhan	ÿ§an
3494	占	zhan	ÿ§an
3495	战	zhan	ÿ§an
3496	站	zhan	ÿ§an
3497	湛	zhan	ÿ§an
3498	绽	zhan	ÿ§an
3499	樟	zhang	ÿ§aN
3500	章	zhang	ÿ§aN
3501	彰	zhang	ÿ§aN
3502	漳	zhang	ÿ§aN
3503	张	zhang	ÿ§aN
3504	掌	zhang	ÿ§aN
3505	涨	zhang	ÿ§aN
3506	杖	zhang	ÿ§aN
3507	丈	zhang	ÿ§aN
3508	帐	zhang	ÿ§aN
3509	账	zhang	ÿ§aN
3510	仗	zhang	ÿ§aN
3511	胀	zhang	ÿ§aN
3512	瘴	zhang	ÿ§aN
3513	障	zhang	ÿ§aN
3514	招	zhao	ÿ§au
3515	昭	zhao	ÿ§au
3516	找	zhao	ÿ§au
3517	沼	zhao	ÿ§au
3518	赵	zhao	ÿ§au
3519	照	zhao	ÿ§au
3520	罩	zhao	ÿ§au
3521	兆	zhao	ÿ§au
3522	肇	zhao	ÿ§au
3523	召	zhao	ÿ§au
3524	遮	zhe	ÿ§«
3525	折	zhe	ÿ§«
3526	哲	zhe	ÿ§«
3527	蛰	zhe	ÿ§«
3528	辙	zhe	ÿ§«
3529	者	zhe	ÿ§«
3530	锗	zhe	ÿ§«
3531	蔗	zhe	ÿ§«
3532	这	zhe	ÿ§«
3533	浙	zhe	ÿ§«
3534	珍	zhen	ÿ§«n
3535	斟	zhen	ÿ§«n
3536	真	zhen	ÿ§«n
3537	甄	zhen	ÿ§«n
3538	砧	zhen	ÿ§«n
3539	臻	zhen	ÿ§«n
3540	贞	zhen	ÿ§«n
3541	针	zhen	ÿ§«n
3542	侦	zhen	ÿ§«n
3543	枕	zhen	ÿ§«n
3544	疹	zhen	ÿ§«n
3545	诊	zhen	ÿ§«n
3546	震	zhen	ÿ§«n
3547	振	zhen	ÿ§«n
3548	镇	zhen	ÿ§«n
3549	阵	zhen	ÿ§«n
3550	蒸	zheng	ÿ§«N
3551	挣	zheng	ÿ§«N
3552	睁	zheng	ÿ§«N
3553	征	zhi	ÿ§
3554	狰	zheng	ÿ§«N
3555	争	zheng	ÿ§«N
3556	怔	zheng	ÿ§«N
3557	整	zheng	ÿ§«N
3558	拯	zheng	ÿ§«N
3559	正	zheng	ÿ§«N
3560	政	zheng	ÿ§«N
3561	帧	zheng	ÿ§«N
3562	症	zheng	ÿ§«N
3563	郑	zheng	ÿ§«N
3564	证	zheng	ÿ§«N
3565	芝	zhi	ÿ§
3566	枝	zhi	ÿ§
3567	支	zhi	ÿ§
3568	吱	zhi	ÿ§
3569	蜘	zhi	ÿ§
3570	知	zhi	ÿ§
3571	肢	zhi	ÿ§
3572	脂	zhi	ÿ§
3573	汁	zhi	ÿ§
3574	之	zhi	ÿ§
3575	织	zhi	ÿ§
3576	职	zhi	ÿ§
3577	直	zhi	ÿ§
3578	植	zhi	ÿ§
3579	殖	zhi	ÿ§
3580	执	zhi	ÿ§
3581	值	zhi	ÿ§
3582	侄	zhi	ÿ§
3583	址	zhi	ÿ§
3584	指	zhi	ÿ§
3585	止	zhi	ÿ§
3586	趾	zhi	ÿ§
3587	只	zhi	ÿ§
3588	旨	zhi	ÿ§
3589	纸	zhi	ÿ§
3590	志	zhi	ÿ§
3591	挚	zhi	ÿ§
3592	掷	zhi	ÿ§
3593	至	zhi	ÿ§
3594	致	zhi	ÿ§
3595	置	zhi	ÿ§
3596	帜	zhi	ÿ§
3597	峙	zhi	ÿ§
3598	制	zhi	ÿ§
3599	智	zhi	ÿ§
3600	秩	zhi	ÿ§
3601	稚	zhi	ÿ§
3602	质	zhi	ÿ§
3603	炙	zhi	ÿ§
3604	痔	zhi	ÿ§
3605	滞	zhi	ÿ§
3606	治	zhi	ÿ§
3607	窒	zhi	ÿ§
3608	中	zhong	ÿ§uN
3609	盅	zhong	ÿ§uN
3610	忠	zhong	ÿ§uN
3611	钟	zhong	ÿ§uN
3612	衷	zhong	ÿ§uN
3613	终	zhong	ÿ§uN
3614	种	zhong	ÿ§uN
3615	肿	zhong	ÿ§uN
3616	重	zhong	ÿ§uN
3617	仲	zhong	ÿ§uN
3618	众	zhong	ÿ§uN
3619	舟	zhou	ÿ§«u
3620	周	zhou	ÿ§«u
3621	州	zhou	ÿ§«u
3622	洲	zhou	ÿ§«u
3623	诌	zhou	ÿ§«u
3624	粥	zhou	ÿ§«u
3625	轴	zhou	ÿ§«u
3626	肘	zhou	ÿ§«u
3627	帚	zhou	ÿ§«u
3628	咒	zhou	ÿ§«u
3629	皱	zhou	ÿ§«u
3630	宙	zhou	ÿ§«u
3631	昼	zhou	ÿ§«u
3632	骤	zhou	ÿ§«u
3633	珠	zhu	ÿ§u
3634	株	zhu	ÿ§u
3635	蛛	zhu	ÿ§u
3636	朱	zhu	ÿ§u
3637	猪	zhu	ÿ§u
3638	诸	zhu	ÿ§u
3639	诛	zhu	ÿ§u
3640	逐	zhu	ÿ§u
3641	竹	zhu	ÿ§u
3642	烛	zhu	ÿ§u
3643	煮	zhu	ÿ§u
3644	拄	zhu	ÿ§u
3645	瞩	zhu	ÿ§u
3646	嘱	zhu	ÿ§u
3647	主	zhu	ÿ§u
3648	著	zhu	ÿ§u
3649	柱	zhu	ÿ§u
3650	助	zhu	ÿ§u
3651	蛀	zhu	ÿ§u
3652	贮	zhu	ÿ§u
3653	铸	zhu	ÿ§u
3654	筑	zhu	ÿ§u
3655	住	zhu	ÿ§u
3656	注	zhu	ÿ§u
3657	祝	zhu	ÿ§u
3658	驻	zhu	ÿ§u
3659	抓	zhua	ÿ§ua
3660	爪	zhua	ÿ§ua
3661	拽	zhuai	ÿ§uai
3662	专	zhuan	ÿ§uan
3663	砖	zhuan	ÿ§uan
3664	转	zhuan	ÿ§uan
3665	撰	zhuan	ÿ§uan
3666	赚	zhuan	ÿ§uan
3667	篆	zhuan	ÿ§uan
3668	桩	zhuang	ÿ§uaN
3669	庄	zhuang	ÿ§uaN
3670	装	zhuang	ÿ§uaN
3671	妆	zhuang	ÿ§uaN
3672	撞	zhuang	ÿ§uaN
3673	壮	zhuang	ÿ§uaN
3674	状	zhuang	ÿ§uaN
3675	椎	zhui	ÿ§u«i
3676	锥	zhui	ÿ§u«i
3677	追	zhui	ÿ§u«i
3678	赘	zhui	ÿ§u«i
3679	坠	zhui	ÿ§u«i
3680	缀	zhui	ÿ§u«i
3681	谆	zhun	ÿ§u«n
3682	准	zhun	ÿ§u«n
3683	捉	zhuo	ÿ§u«
3684	拙	zhuo	ÿ§u«
3685	卓	zhuo	ÿ§u«
3686	桌	zhuo	ÿ§u«
3687	琢	zhuo	ÿ§u«
3688	茁	zhuo	ÿ§u«
3689	酌	zhuo	ÿ§u«
3690	啄	zhuo	ÿ§u«
3691	着	zhe	ÿ§«
3692	灼	zhuo	ÿ§u«
3693	浊	zhuo	ÿ§u«
3694	兹	zi	ts
3695	咨	zi	ts
3696	资	zi	ts
3697	姿	zi	ts
3698	滋	zi	ts
3699	淄	zi	ts
3700	孜	zi	ts
3701	紫	zi	ts
3702	仔	zi	ts
3703	籽	zi	ts
3704	滓	zi	ts
3705	子	zi	ts
3706	自	zi	ts
3707	渍	zi	ts
3708	字	zi	ts
3709	鬃	zong	tsuN
3710	棕	zong	tsuN
3711	踪	zong	tsuN
3712	宗	zong	tsuN
3713	综	zhong	ÿ§uN
3714	总	zong	tsuN
3715	纵	zong	tsuN
3716	邹	zou	ts«u
3717	走	zou	ts«u
3718	奏	zou	ts«u
3719	揍	zou	ts«u
3720	租	zu	tsu
3721	足	zu	tsu
3722	卒	zu	tsu
3723	族	zu	tsu
3724	祖	zu	tsu
3725	诅	zu	tsu
3726	阻	zu	tsu
3727	组	zu	tsu
3728	钻	zuan	tsuan
3729	纂	zuan	tsuan
3730	嘴	zui	tsu«i
3731	醉	zui	tsu«i
3732	最	zui	tsu«i
3733	罪	zui	tsu«i
3734	尊	zun	tsu«n
3735	遵	zun	tsu«n
3736	昨	zuo	tsu«
3737	左	zuo	tsu«
3738	佐	zuo	tsu«
3739	柞	zuo	tsu«
3740	做	zuo	tsu«
3741	作	zuo	tsu«
3742	坐	zuo	tsu«
3743	座	zuo	tsu«
3744	亍	chu	ÿ§hu
3745	丌	ji	tsi
3746	兀	wu	u
3747	丐	gai	kai
3748	廿	nian	nian
3749	卅	sa	sa
3750	丕	pi	phi
3751	亘	gen	k«n
3752	丞	cheng	ÿ§h«N
3753	鬲	li	li
3754	孬	nao	nau
3755	噩	e	«
3756	丨	shu	§u
3757	禺	yu	y
3758	丿	pie	phi«
3759	匕	bi	pi
3760	乇	tuo	thu«
3761	夭	yao	iau
3762	爻	yao	iau
3763	卮	zhi	ÿ§
3764	氐	di	ti
3765	囟	xin	sin
3766	胤	yin	in
3767	馗	kui	khu«i
3768	毓	yu	y
3769	睾	gao	kau
3770	鼗	tao	thau
3771	丶	dian	tian
3772	亟	qi	tshi
3773	鼐	nai	nai
3774	乜	nie	ni«
3775	乩	ji	tsi
3776	亓	qi	tshi
3777	芈	mi	mi
3778	孛	bo	p«
3779	啬	se	s«
3780	嘏	jia	tsia
3781	仄	ze	ts«
3782	厍	she	§«
3783	厝	cuo	tshu«
3784	厣	yan	ian
3785	厥	jue	tsy«
3786	厮	si	s
3787	靥	ye	i«
3788	赝	yan	ian
3789	叵	po	ph«
3790	匦	gui	ku«i
3791	匮	kui	khu«i
3792	匾	bian	pian
3793	赜	ze	ts«
3794	卦	gua	kua
3795	卣	you	i«u
3796	刈	yi	i
3797	刎	wen	u«n
3798	刭	jing	tsi«N
3799	刳	ku	khu
3800	刿	gui	ku«i
3801	剀	kai	khai
3802	剌	la	la
3803	剞	ji	tsi
3804	剡	yan	ian
3805	剜	wan	uan
3806	蒯	kuai	khuai
3807	剽	piao	phiau
3808	劂	jue	tsy«
3809	劁	qiao	tshiau
3810	劐	huo	xu«
3811	劓	yi	i
3812	罔	wang	uaN
3813	仃	ding	ti«N
3814	仉	zhang	ÿ§aN
3815	仂	le	l«
3816	仨	sa	sa
3817	仡	yi	i
3818	仫	mu	mu
3819	仞	ren	r«n
3820	伛	yu	y
3821	仳	pi	phi
3822	伢	ya	ia
3823	佤	wa	ua
3824	仵	wu	u
3825	伥	chang	ÿ§haN
3826	伧	cang	tshaN
3827	伉	kang	khaN
3828	伫	zhu	ÿ§u
3829	佞	ning	ni«N
3830	佧	ka	kha
3831	攸	you	i«u
3832	佚	yi	i
3833	佝	gou	k«u
3834	佟	tong	thuN
3835	佗	tuo	thu«
3836	伲	ni	ni
3837	伽	qie	tshi«
3838	佶	ji	tsi
3839	佴	er	«r
3840	侑	you	i«u
3841	侉	kua	khua
3842	侃	kan	khan
3843	侏	zhu	ÿ§u
3844	佾	yi	i
3845	佻	tiao	thiau
3846	侪	chai	ÿ§hai
3847	佼	jiao	tsiau
3848	侬	nong	nuN
3849	侔	mou	m«u
3850	俦	chou	ÿ§h«u
3851	俨	yan	ian
3852	俪	li	li
3853	俅	qiu	tshi«u
3854	俚	li	li
3855	俣	yu	y
3856	俜	ping	phi«N
3857	俑	yong	iuN
3858	俟	si	s
3859	俸	feng	f«N
3860	倩	qian	tshian
3861	偌	ruo	ru«
3862	俳	pai	phai
3863	倬	zhuo	ÿ§u«
3864	倏	shu	§u
3865	倮	luo	lu«
3866	倭	wo	u«
3867	俾	bi	pi
3868	倜	ti	thi
3869	倌	guan	kuan
3870	倥	kong	khuN
3871	倨	ju	tsy
3872	偾	fen	f«n
3873	偃	yan	ian
3874	偕	xie	si«
3875	偈	jie	tsi«
3876	偎	wei	u«i
3877	偬	zong	tsuN
3878	偻	lou	l«u
3879	傥	tang	thaN
3880	傧	bin	pin
3881	傩	nuo	nu«
3882	傺	chi	ÿ§h
3883	僖	xi	si
3884	儆	jing	tsi«N
3885	僭	jian	tsian
3886	僬	jiao	tsiau
3887	僦	jiu	tsi«u
3888	僮	zhuang	ÿ§uaN
3889	儇	xuan	syan
3890	儋	dan	tan
3891	仝	tong	thuN
3892	氽	tun	thu«n
3893	佘	she	§«
3894	佥	qian	tshian
3895	俎	zu	tsu
3896	龠	yue	y«
3897	汆	cuan	tshuan
3898	籴	di	ti
3899	兮	xi	si
3900	巽	xun	suin
3901	黉	hong	xuN
3902	馘	guo	ku«
3903	冁	chan	ÿ§han
3904	夔	kui	khu«i
3905	匍	pu	phu
3906	訇	hong	xuN
3907	匐	fu	fu
3908	凫	fu	fu
3909	夙	su	su
3910	兕	si	s
3911	兖	yan	ian
3912	亳	bo	p«
3913	衮	gun	ku«n
3914	袤	mao	mau
3915	亵	xie	si«
3916	脔	luan	luan
3917	裒	pou	ph«u
3918	禀	bing	pi«N
3919	嬴	ying	i«N
3920	蠃	luo	lu«
3921	羸	lei	l«i
3922	冱	hu	xu
3923	冽	lie	li«
3924	冼	xian	sian
3925	淞	song	suN
3926	冢	zhong	ÿ§uN
3927	冥	ming	mi«N
3928	讦	jie	tsi«
3929	讧	hong	xuN
3930	讪	shan	§an
3931	讴	ou	«u
3932	讵	ju	tsy
3933	讷	ne	n«
3934	诂	gu	ku
3935	诃	he	x«
3936	诋	di	ti
3937	诏	zhao	ÿ§au
3938	诎	qu	tshy
3939	诒	yi	i
3940	诓	kuang	khuaN
3941	诔	lei	l«i
3942	诖	gua	kua
3943	诘	jie	tsi«
3944	诙	hui	xu«i
3945	诜	shen	§«n
3946	诟	gou	k«u
3947	诠	quan	tshyan
3948	诤	zheng	ÿ§«N
3949	诨	hun	xu«n
3950	诩	xu	sy
3951	诮	qiao	tshiau
3952	诰	gao	kau
3953	诳	kuang	khuaN
3954	诶	ei
3955	诹	zou	ts«u
3956	诼	zhuo	ÿ§u«
3957	诿	wei	u«i
3958	谀	yu	y
3959	谂	shen	§«n
3960	谄	chan	ÿ§han
3961	谇	sui	su«i
3962	谌	chen	ÿ§h«n
3963	谏	jian	tsian
3964	谑	xue	sy«
3965	谒	ye	i«
3966	谔	e	«
3967	谕	yu	y
3968	谖	xuan	syan
3969	谙	an	an
3970	谛	di	ti
3971	谝	pian	phian
3972	谟	mo	m«
3973	谠	dang	taN
3974	谡	su	su
3975	谥	shi	§
3976	谧	mi	mi
3977	谪	zhe	ÿ§«
3978	谫	jian	tsian
3979	谮	zen	ts«n
3980	谯	qiao	tshiau
3981	谲	jue	tsy«
3982	谳	yan	ian
3983	谵	zhan	ÿ§an
3984	谶	chen	ÿ§h«n
3985	卺	jin	tsin
3986	阢	wu	u
3987	阡	qian	tshian
3988	阱	jing	tsi«N
3989	阪	ban	pan
3990	阽	yan	ian
3991	阼	zuo	tsu«
3992	陂	po	ph«
3993	陉	xing	si«N
3994	陔	gai	kai
3995	陟	zhi	ÿ§
3996	陧	nie	ni«
3997	陬	zou	ts«u
3998	陲	chui	ÿ§hu«i
3999	陴	pi	phi
4000	隈	wei	u«i
4001	隍	huang	xuaN
4002	隗	wei	u«i
4003	隰	xi	si
4004	邗	han	xan
4005	邛	qiong	tshiuN
4006	邝	kuang	khuaN
4007	邙	mang	maN
4008	邬	wu	u
4009	邡	fang	faN
4010	邴	bing	pi«N
4011	邳	pi	phi
4012	邶	bei	p«i
4013	邺	ye	i«
4014	邸	di	ti
4015	邰	tai	thai
4016	郏	jia	tsia
4017	郅	zhi	ÿ§
4018	邾	zhu	ÿ§u
4019	郐	kuai	khuai
4020	郄	qie	tshi«
4021	郇	xun	suin
4022	郓	yun	uin
4023	郦	li	li
4024	郢	ying	i«N
4025	郜	gao	kau
4026	郗	xi	si
4027	郛	fu	fu
4028	郫	pi	phi
4029	郯	tan	than
4030	郾	yan	ian
4031	鄄	juan	tsyan
4032	鄢	yan	ian
4033	鄞	yin	in
4034	鄣	zhang	ÿ§aN
4035	鄱	po	ph«
4036	鄯	shan	§an
4037	鄹	zou	ts«u
4038	酃	ling	li«N
4039	酆	feng	f«N
4040	刍	chu	ÿ§hu
4041	奂	huan	xuan
4042	劢	mai	mai
4043	劬	qu	tshy
4044	劭	shao	§au
4045	劾	he	x«
4046	哿	ge	k«
4047	勐	meng	m«N
4048	勖	xu	sy
4049	勰	xie	si«
4050	叟	sou	s«u
4051	燮	xie	si«
4052	矍	jue	tsy«
4053	凼	dang	taN
4054	鬯	chang	ÿ§haN
4055	厶	si	s
4056	弁	bian	pian
4057	畚	ben	p«n
4058	巯	qiu	tshi«u
4059	坌	ben	p«n
4060	垩	e	«
4061	垡	fa	fa
4062	塾	shu	§u
4063	墼	ji	tsi
4064	壅	yong	iuN
4065	壑	he	x«
4066	圩	xu	sy
4067	圬	wu	u
4068	圪	ge	k«
4069	圳	zhen	ÿ§«n
4070	圹	kuang	khuaN
4071	圮	pi	phi
4072	圯	yi	i
4073	坜	li	li
4074	圻	yin	in
4075	坂	ban	pan
4076	坩	gan	kan
4077	垅	long	luN
4078	坫	dian	tian
4079	垆	lu	lu
4080	坼	che	ÿ§h«
4081	坻	di	ti
4082	坨	tuo	thu«
4083	坭	ni	ni
4084	坶	mu	mu
4085	坳	ao	au
4086	垭	ya	ia
4087	垤	die	ti«
4088	垌	tong	thuN
4089	垲	kai	khai
4090	埏	shan	§an
4091	垧	shang	§aN
4092	垴	nao	nau
4093	垓	gai	kai
4094	垠	yin	in
4095	埕	cheng	ÿ§h«N
4096	埘	shi	§
4097	埚	guo	ku«
4098	埙	xun	suin
4099	埒	lie	li«
4100	垸	yuan	yan
4101	埴	zhi	ÿ§
4102	埯	an	an
4103	埸	yi	i
4104	埤	pi	phi
4105	埝	nian	nian
4106	堋	peng	ph«N
4107	堍	tu	thu
4108	埽	sao	sau
4109	埭	dai	tai
4110	堀	ku	khu
4111	堞	die	ti«
4112	堙	yin	in
4113	塄	leng	l«N
4114	堠	hou	x«u
4115	塥	ge	k«
4116	塬	yuan	yan
4117	墁	man	man
4118	墉	yong	iuN
4119	墚	liang	liaN
4120	墀	chi	ÿ§h
4121	馨	xin	sin
4122	鼙	pi	phi
4123	懿	yi	i
4124	艽	jiao	tsiau
4125	艿	nai	nai
4126	芏	du	tu
4127	芊	qian	tshian
4128	芨	ji	tsi
4129	芄	wan	uan
4130	芎	xiong	siuN
4131	芑	qi	tshi
4132	芗	xiang	siaN
4133	芙	fu	fu
4134	芫	yuan	yan
4135	芸	yun	uin
4136	芾	fu	fu
4137	芰	ji	tsi
4138	苈	li	li
4139	苊	e	«
4140	苣	qu	tshy
4141	芘	pi	phi
4142	芷	zhi	ÿ§
4143	芮	rui	ru«i
4144	苋	xian	sian
4145	苌	chang	ÿ§haN
4146	苁	cong	tshuN
4147	芩	qin	tshin
4148	芴	wu	u
4149	芡	qian	tshian
4150	芪	qi	tshi
4151	芟	shan	§an
4152	苄	bian	pian
4153	苎	zhu	ÿ§u
4154	芤	kou	kh«u
4155	苡	yi	i
4156	茉	mo	m«
4157	苷	gan	kan
4158	苤	pie	phi«
4159	茏	long	luN
4160	茇	ba	pa
4161	苜	mu	mu
4162	苴	ju	tsy
4163	苒	ran	ran
4164	苘	qing	tshi«N
4165	茌	chi	ÿ§h
4166	苻	fu	fu
4167	苓	ling	li«N
4168	茑	niao	niau
4169	茚	yin	in
4170	茆	mao	mau
4171	茔	ying	i«N
4172	茕	qiong	tshiuN
4173	苠	min	min
4174	苕	tiao	thiau
4175	茜	xi	si
4176	荑	yi	i
4177	荛	rao	rau
4178	荜	bi	pi
4179	茈	zi	ts
4180	莒	ju	tsy
4181	茼	tong	thuN
4182	茴	hui	xu«i
4183	茱	zhu	ÿ§u
4184	莛	ting	thi«N
4185	荞	qiao	tshiau
4186	茯	fu	fu
4187	荏	ren	r«n
4188	荇	xing	si«N
4189	荃	quan	tshyan
4190	荟	hui	xu«i
4191	荀	xun	suin
4192	茗	ming	mi«N
4193	荠	qi	tshi
4194	茭	jiao	tsiau
4195	茺	chong	ÿ§huN
4196	茳	jiang	tsiaN
4197	荦	luo	lu«
4198	荥	ying	i«N
4199	荨	qian	tshian
4200	茛	gen	k«n
4201	荩	jin	tsin
4202	荬	mai	mai
4203	荪	sun	su«n
4204	荭	hong	xuN
4205	荮	zhou	ÿ§«u
4206	莰	kan	khan
4207	荸	bi	pi
4208	莳	shi	§
4209	莴	wo	u«
4210	莠	you	i«u
4211	莪	e	«
4212	莓	mei	m«i
4213	莜	you	i«u
4214	莅	li	li
4215	荼	tu	thu
4216	莶	xian	sian
4217	莩	piao	phiau
4218	荽	sui	su«i
4219	莸	you	i«u
4220	荻	di	ti
4221	莘	shen	§«n
4222	莞	wan	uan
4223	莨	liang	liaN
4224	莺	ying	i«N
4225	莼	chun	ÿ§hu«n
4226	菁	jing	tsi«N
4227	萁	qi	tshi
4228	菥	xi	si
4229	菘	song	suN
4230	堇	jin	tsin
4231	萘	nai	nai
4232	萋	qi	tshi
4233	菝	ba	pa
4234	菽	shu	§u
4235	菖	chang	ÿ§haN
4236	萜	tie	thi«
4237	萸	yu	y
4238	萑	huan	xuan
4239	萆	bi	pi
4240	菔	fu	fu
4241	菟	tu	thu
4242	萏	dan	tan
4243	萃	cui	tshu«i
4244	菸	yan	ian
4245	菹	zu	tsu
4246	菪	dang	taN
4247	菅	jian	tsian
4248	菀	yu	y
4249	萦	ying	i«N
4250	菰	gu	ku
4251	菡	han	xan
4252	葜	qia	tshia
4253	葑	feng	f«N
4254	葚	shen	§«n
4255	葙	xiang	siaN
4256	葳	wei	u«i
4257	蒇	chan	ÿ§han
4258	蒈	kai	khai
4259	葺	qi	tshi
4260	蒉	kui	khu«i
4261	葸	xi	si
4262	萼	e	«
4263	葆	bao	pau
4264	葩	pa	pha
4265	葶	ting	thi«N
4266	蒌	lou	l«u
4267	蒎	pai	phai
4268	萱	xuan	syan
4269	葭	jia	tsia
4270	蓁	zhen	ÿ§«n
4271	蓍	shi	§
4272	蓐	ru	ru
4273	蓦	mo	m«
4274	蒽	en	«n
4275	蓓	bei	p«i
4276	蓊	weng	u«N
4277	蒿	hao	xau
4278	蒺	ji	tsi
4279	蓠	li	li
4280	蒡	bang	paN
4281	蒹	jian	tsian
4282	蒴	shuo	§u«
4283	蒗	lang	laN
4284	蓥	ying	i«N
4285	蓣	yu	y
4286	蔌	su	su
4287	甍	meng	m«N
4288	蔸	dou	t«u
4289	蓰	xi	si
4290	蔹	lian	lian
4291	蔟	cu	tshu
4292	蔺	lin	lin
4293	蕖	qu	tshy
4294	蔻	kou	kh«u
4295	蓿	xu	sy
4296	蓼	lu	lu
4297	蕙	hui	xu«i
4298	蕈	xun	suin
4299	蕨	jue	tsy«
4300	蕤	rui	ru«i
4301	蕞	zui	tsu«i
4302	蕺	ji	tsi
4303	瞢	meng	m«N
4304	蕃	fan	fan
4305	蕲	qi	tshi
4306	蕻	hong	xuN
4307	薤	xie	si«
4308	薨	hong	xuN
4309	薇	wei	u«i
4310	薏	yi	i
4311	蕹	weng	u«N
4312	薮	sou	s«u
4313	薜	bi	pi
4314	薅	hao	xau
4315	薹	tai	thai
4316	薷	ru	ru
4317	薰	xun	suin
4318	藓	xian	sian
4319	藁	gao	kau
4320	藜	li	li
4321	藿	huo	xu«
4322	蘧	qu	tshy
4323	蘅	heng	x«N
4324	蘩	fan	fan
4325	蘖	nie	ni«
4326	蘼	mi	mi
4327	弈	yi	i
4328	夼	kuang	khuaN
4329	奁	lian	lian
4330	耷	da	ta
4331	奕	yi	i
4332	奚	xi	si
4333	奘	zhuang	ÿ§uaN
4334	匏	pao	phau
4335	尢	you	i«u
4336	尥	liao	liau
4337	尬	ga	ka
4338	尴	gan	kan
4339	扪	men	m«n
4340	抟	tuan	thuan
4341	抻	chen	ÿ§h«n
4342	拊	fu	fu
4343	拚	pin	phin
4344	拗	niu	ni«u
4345	拮	jie	tsi«
4346	挢	jiao	tsiau
4347	拶	zan	tsan
4348	挹	yi	i
4349	捋	luo	lu«
4350	捃	jun	tsuin
4351	掭	tian	thian
4352	揶	ye	i«
4353	捱	ai	ai
4354	捺	na	na
4355	掎	ji	tsi
4356	掴	guo	ku«
4357	捭	bai	pai
4358	掬	ju	tsy
4359	掊	pou	ph«u
4360	捩	lie	li«
4361	掮	qian	tshian
4362	掼	guan	kuan
4363	揲	die	ti«
4364	揸	zha	ÿ§a
4365	揠	ya	ia
4366	揿	qin	tshin
4367	揄	yu	y
4368	揞	an	an
4369	揎	xuan	syan
4370	摒	bing	pi«N
4371	揆	kui	khu«i
4372	掾	yuan	yan
4373	摅	shu	§u
4374	摁	en	«n
4375	搋	chuai	ÿ§huai
4376	搛	jian	tsian
4377	搠	shuo	§u«
4378	搌	zhan	ÿ§an
4379	搦	nuo	nu«
4380	搡	sang	saN
4381	摞	luo	lu«
4382	撄	ying	i«N
4383	摭	zhi	ÿ§
4384	撖	han	xan
4385	摺	zhe	ÿ§«
4386	撷	xie	si«
4387	撸	lu	lu
4388	撙	zun	tsu«n
4389	撺	cuan	tshuan
4390	擀	gan	kan
4391	擐	huan	xuan
4392	擗	pi	phi
4393	擤	xing	si«N
4394	擢	zhuo	ÿ§u«
4395	攉	huo	xu«
4396	攥	zuan	tsuan
4397	攮	nang	naN
4398	弋	yi	i
4399	忒	tui	thu«i
4400	甙	dai	tai
4401	弑	shi	§
4402	叱	chi	ÿ§h
4403	叽	ji	tsi
4404	叩	kou	kh«u
4405	叨	tao	thau
4406	叻	le	l«
4407	吒	cha	ÿ§ha
4408	吖	a	a
4409	吆	yao	iau
4410	呋	fu	fu
4411	呒	m
